BDS,Europe/Rome
SUF,Europe/Rome
CTA,Europe/Rome
LMP,Europe/Rome
PNL,Europe/Rome
PMO,Europe/Rome
REG,Europe/Rome
TPS,Europe/Rome
NSY,Europe/Rome
AHO,Europe/Rome
DCI,Europe/Rome
CAG,Europe/Rome
OLB,Europe/Rome
TTB,Europe/Rome
MXP,Europe/Rome
BGY,Europe/Rome
TRN,Europe/Rome
ALL,Europe/Rome
GOA,Europe/Rome
LIN,Europe/Rome
PMF,Europe/Rome
QPZ,Europe/Rome
0P2,America/New_York
CUF,Europe/Rome
AVB,Europe/Rome
BZO,Europe/Rome
BLQ,Europe/Rome
TSF,Europe/Rome
FRL,Europe/Rome
VBS,Europe/Rome
TRS,Europe/Rome
RMI,Europe/Rome
VIC,Europe/Rome
QPA,Europe/Rome
VRN,Europe/Rome
VCE,Europe/Rome
SAY,Europe/Rome
CIA,Europe/Rome
FCO,Europe/Rome
EBA,Europe/Rome
QLT,Europe/Rome
NAP,Europe/Rome
PSA,Europe/Rome
FLR,Europe/Rome
GRS,Europe/Rome
PEG,Europe/Rome
LJU,Europe/Ljubljana
MBX,Europe/Ljubljana
POW,Europe/Ljubljana
KLV,Europe/Prague
OSR,Europe/Prague
PED,Europe/Prague
PRV,Europe/Prague
PRG,Europe/Prague
BRQ,Europe/Prague
TLV,Asia/Jerusalem
BEV,Asia/Jerusalem
ETH,Asia/Jerusalem
HFA,Asia/Jerusalem
RPN,Asia/Jerusalem
VDA,Asia/Jerusalem
SDV,Asia/Jerusalem
MLA,Europe/Malta
GRZ,Europe/Vienna
INN,Europe/Vienna
LNZ,Europe/Vienna
SZG,Europe/Vienna
VIE,Europe/Vienna
SMA,Atlantic/Azores
BGC,Europe/Lisbon
FLW,Atlantic/Azores
FAO,Europe/Lisbon
GRW,Atlantic/Azores
HOR,Atlantic/Azores
TER,Atlantic/Azores
PDL,Atlantic/Azores
PIX,Atlantic/Azores
OPO,Europe/Lisbon
PXO,Europe/Lisbon
LIS,Europe/Lisbon
SJZ,Atlantic/Azores
VRL,Europe/Lisbon
PDT,America/Los_Angeles
OMO,Europe/Sarajevo
SJJ,Europe/Sarajevo
ARW,Europe/Bucharest
BCM,Europe/Bucharest
BAY,Europe/Bucharest
BBU,Europe/Bucharest
CND,Europe/Bucharest
CLJ,Europe/Bucharest
CSB,Europe/Bucharest
CRA,Europe/Bucharest
IAS,Europe/Bucharest
OMR,Europe/Bucharest
OTP,Europe/Bucharest
SBZ,Europe/Bucharest
SUJ,Europe/Bucharest
SCV,Europe/Bucharest
TCE,Europe/Bucharest
TGM,Europe/Bucharest
TSR,Europe/Bucharest
GVA,Europe/Paris
SIR,Europe/Zurich
LUG,Europe/Zurich
BRN,Europe/Zurich
ZRH,Europe/Zurich
ACH,Europe/Zurich
SMV,Europe/Zurich
ESB,Europe/Istanbul
ANK,Europe/Istanbul
ADA,Europe/Istanbul
AFY,Europe/Istanbul
AYT,Europe/Istanbul
GZT,Europe/Istanbul
KYA,Europe/Istanbul
MZH,Europe/Istanbul
VAS,Europe/Istanbul
MLX,Europe/Istanbul
ASR,Europe/Istanbul
DNZ,Europe/Istanbul
IST,Europe/Istanbul
BZI,Europe/Istanbul
BDM,Europe/Istanbul
TYE,America/Anchorage
ESK,Europe/Istanbul
ADB,Europe/Istanbul
IGL,Europe/Istanbul
DLM,Europe/Istanbul
RIW,America/Denver
BXN,Europe/Istanbul
EZS,Europe/Istanbul
DIY,Europe/Istanbul
ERC,Europe/Istanbul
ERZ,Europe/Istanbul
TZX,Europe/Istanbul
MTJ,America/Denver
VAN,Europe/Istanbul
BAL,Europe/Istanbul
KIV,Europe/Chisinau
OHD,Europe/Skopje
SKP,Europe/Skopje
GIB,Europe/Gibraltar
BEG,Europe/Belgrade
INI,Europe/Belgrade
TGD,Europe/Podgorica
PRN,Europe/Belgrade
TIV,Europe/Podgorica
BTS,Europe/Bratislava
KSC,Europe/Bratislava
PZY,Europe/Bratislava
SLD,Europe/Bratislava
TAT,Europe/Bratislava
1CS,America/Chicago
NCA,America/Grand_Turk
PLS,America/Grand_Turk
XSC,America/Grand_Turk
EPS,America/Santo_Domingo
BRX,America/Santo_Domingo
LRM,America/Santo_Domingo
PUJ,America/Santo_Domingo
POP,America/Santo_Domingo
SDQ,America/Santo_Domingo
STI,America/Santo_Domingo
CBV,America/Guatemala
GUA,America/Guatemala
LCE,America/Tegucigalpa
SAP,America/Tegucigalpa
GJA,America/Tegucigalpa
RTB,America/Tegucigalpa
TEA,America/Tegucigalpa
TGU,America/Tegucigalpa
OCJ,America/Jamaica
KIN,America/Jamaica
MBJ,America/Jamaica
POT,America/Jamaica
KTP,America/Jamaica
ACA,America/Mexico_City
NTR,America/Mexico_City
AGU,America/Mexico_City
HUX,America/Mexico_City
CVJ,America/Mexico_City
CME,America/Mexico_City
CUL,America/Mazatlan
CTM,America/Mexico_City
CEN,America/Hermosillo
CPE,America/Mexico_City
CJS,America/Mazatlan
CUU,America/Mazatlan
CVM,America/Mexico_City
ENW,America/Chicago
CZM,America/Mexico_City
DGO,America/Mexico_City
TPQ,America/Mazatlan
ESE,America/Tijuana
GDL,America/Mexico_City
GYM,America/Hermosillo
TCN,America/Mexico_City
HMO,America/Hermosillo
CLQ,America/Mexico_City
ISJ,America/Mexico_City
SLW,America/Mexico_City
LZC,America/Mexico_City
LMM,America/Mazatlan
BJX,America/Mexico_City
LAP,America/Mazatlan
LTO,America/Mazatlan
MAM,America/Mexico_City
MID,America/Mexico_City
MXL,America/Tijuana
MLM,America/Mexico_City
MTT,America/Mexico_City
LOV,America/Mexico_City
MEX,America/Mexico_City
MTY,America/Mexico_City
MZT,America/Mazatlan
NOG,America/Hermosillo
NLD,America/Mexico_City
OAX,America/Mexico_City
PAZ,America/Mexico_City
PBC,America/Mexico_City
PCA,America/Mexico_City
PPE,America/Hermosillo
PDS,America/Mexico_City
UPN,America/Mexico_City
PVR,America/Mexico_City
PXM,America/Mexico_City
QRO,America/Mexico_City
REX,America/Mexico_City
SJD,America/Mazatlan
SLP,America/Mexico_City
TXA,America/Mexico_City
TRC,America/Mexico_City
TGZ,America/Mexico_City
TIJ,America/Tijuana
TAM,America/Mexico_City
TSL,America/Mexico_City
TLC,America/Mexico_City
TAP,America/Mexico_City
CUN,America/Mexico_City
VSA,America/Mexico_City
VER,America/Mexico_City
ZCL,America/Mexico_City
ZIH,America/Mexico_City
ZMM,America/Mexico_City
ZLO,America/Mexico_City
BEF,America/Managua
MGA,America/Managua
PUZ,America/Managua
BOC,America/Panama
CHX,America/Panama
DAV,America/Panama
HOW,America/Panama
PAC,America/Panama
PTY,America/Panama
VGT,America/Los_Angeles
OTR,America/Costa_Rica
GLF,America/Costa_Rica
LIR,America/Costa_Rica
LIO,America/Costa_Rica
NOB,America/Costa_Rica
SJO,America/Costa_Rica
PMZ,America/Costa_Rica
XQP,America/Costa_Rica
SAL,America/El_Salvador
CAP,America/Port-au-Prince
PAP,America/Port-au-Prince
BCA,America/Havana
BYM,America/Havana
AVI,America/Havana
CFG,America/Havana
CYO,America/Havana
CMW,America/Havana
SCU,America/Havana
GAO,America/Havana
HAV,America/Havana
HOG,America/Havana
LCL,America/Havana
MOA,America/Havana
MZO,America/Havana
GER,America/Havana
SNU,America/Havana
C02,America/Chicago
VRA,America/Havana
VTU,America/Havana
CYB,America/Cayman
GCM,America/Cayman
ASD,America/Nassau
MHH,America/Nassau
SAQ,America/Nassau
AXP,America/Nassau
TCB,America/Nassau
CCZ,America/Nassau
BIM,America/Nassau
DKB,America/Chicago
GGT,America/Nassau
ELH,America/Nassau
GHB,America/Nassau
RSD,America/Nassau
FPO,America/Nassau
IGA,America/Nassau
LGI,America/Nassau
SML,America/Nassau
MYG,America/Nassau
NAS,America/Nassau
ZSA,America/Nassau
BZE,America/Belize
AIT,Pacific/Rarotonga
RAR,Pacific/Rarotonga
NAN,Pacific/Fiji
SUV,Pacific/Fiji
TBU,Pacific/Tongatapu
VAV,Pacific/Tongatapu
TRW,Pacific/Tarawa
MTL,Australia/Sydney
WLS,Pacific/Wallis
APW,Pacific/Apia
PPG,Pacific/Pago_Pago
TUB,Pacific/Tahiti
AAA,Pacific/Tahiti
TIH,Pacific/Tahiti
FAV,Pacific/Tahiti
XMH,Pacific/Tahiti
GMR,Pacific/Gambier
KKR,Pacific/Tahiti
MKP,Pacific/Tahiti
PKP,Pacific/Tahiti
TKP,Pacific/Tahiti
AXR,Pacific/Tahiti
MVT,Pacific/Tahiti
TKX,Pacific/Tahiti
NHV,Pacific/Marquesas
LAF,America/New_York
BOB,Pacific/Tahiti
RGI,Pacific/Tahiti
HUH,Pacific/Tahiti
MOZ,Pacific/Tahiti
MAU,Pacific/Tahiti
RFP,Pacific/Tahiti
VLI,Pacific/Efate
KNQ,Pacific/Noumea
KOC,Pacific/Noumea
LIF,Pacific/Noumea
GEA,Pacific/Noumea
MEE,Pacific/Noumea
TOU,Pacific/Noumea
UVE,Pacific/Noumea
NOU,Pacific/Noumea
AKL,Pacific/Auckland
TUO,Pacific/Auckland
AMZ,Pacific/Auckland
CHC,Pacific/Auckland
CHT,Pacific/Chatham
DUD,Pacific/Auckland
GIS,Pacific/Auckland
MON,Pacific/Auckland
HKK,Pacific/Auckland
HLZ,Pacific/Auckland
KKE,Pacific/Auckland
KAT,Pacific/Auckland
ALR,Pacific/Auckland
GTN,Pacific/Auckland
TEU,Pacific/Auckland
MRO,Pacific/Auckland
NPL,Pacific/Auckland
NSN,Pacific/Auckland
IVC,Pacific/Auckland
OAM,Pacific/Auckland
PMR,Pacific/Auckland
PPQ,Pacific/Auckland
ZQN,Pacific/Auckland
ROT,Pacific/Auckland
TRG,Pacific/Auckland
TIU,Pacific/Auckland
BHE,Pacific/Auckland
WKA,Pacific/Auckland
WHK,Pacific/Auckland
WLG,Pacific/Auckland
WRE,Pacific/Auckland
WSZ,Pacific/Auckland
WAG,Pacific/Auckland
HEA,Asia/Kabul
JAA,Asia/Kabul
KBL,Asia/Kabul
KDH,Asia/Kabul
MMZ,Asia/Kabul
MZR,Asia/Kabul
UND,Asia/Kabul
BAH,Asia/Bahrain
AHB,Asia/Riyadh
HOF,Asia/Riyadh
ABT,Asia/Riyadh
BHH,Asia/Riyadh
DMM,Asia/Riyadh
DHA,Asia/Riyadh
GIZ,Asia/Riyadh
ELQ,Asia/Riyadh
URY,Asia/Riyadh
HAS,Asia/Riyadh
JED,Asia/Riyadh
HBT,Asia/Riyadh
MED,Asia/Riyadh
EAM,Asia/Riyadh
AQI,Asia/Riyadh
RAH,Asia/Riyadh
RUH,Asia/Riyadh
RAE,Asia/Riyadh
SHW,Asia/Riyadh
DGE,Australia/Sydney
SLF,Asia/Riyadh
TUU,Asia/Riyadh
TIF,Asia/Riyadh
TUI,Asia/Riyadh
OXD,America/New_York
EJH,Asia/Riyadh
YNB,Asia/Riyadh
ABD,Asia/Tehran
QMJ,Asia/Tehran
MRX,Asia/Tehran
AWZ,Asia/Tehran
BUZ,Asia/Tehran
KIH,Asia/Tehran
BDH,Asia/Tehran
KSH,Asia/Tehran
SDG,Asia/Tehran
RAS,Asia/Tehran
MIE,America/New_York
THR,Asia/Tehran
BND,Asia/Tehran
KER,Asia/Tehran
XBJ,Asia/Tehran
WSY,Australia/Brisbane
RZR,Asia/Tehran
RAF,America/Cordoba
SYZ,Asia/Tehran
QSA,Europe/Madrid
TBZ,Asia/Tehran
AZD,Asia/Tehran
ZBR,Asia/Tehran
ZAH,Asia/Tehran
AMM,Asia/Amman
ADJ,Asia/Amman
AQJ,Asia/Amman
OMF,Asia/Amman
KWI,Asia/Kuwait
BEY,Asia/Beirut
AUH,Asia/Dubai
AZI,Asia/Dubai
MVA,Atlantic/Reykjavik
DXB,Asia/Dubai
FJR,Asia/Dubai
RKT,Asia/Dubai
SHJ,Asia/Dubai
KHS,Asia/Muscat
MSH,Asia/Muscat
MCT,Asia/Muscat
SLL,Asia/Muscat
TTH,Asia/Muscat
XYD,Europe/Paris
LYP,Asia/Karachi
GWD,Asia/Karachi
GIL,Asia/Karachi
KHI,Asia/Karachi
LHE,Asia/Karachi
MFG,Asia/Karachi
MJD,Asia/Karachi
MUX,Asia/Karachi
WNS,Asia/Karachi
PJG,Asia/Karachi
PSI,Asia/Karachi
PEW,Asia/Karachi
UET,Asia/Karachi
RYK,Asia/Karachi
ISB,Asia/Karachi
RAZ,Asia/Karachi
1RL,America/Los_Angeles
SKZ,Asia/Karachi
SDT,Asia/Karachi
SUL,Asia/Karachi
BDN,Asia/Karachi
PZH,Asia/Karachi
BSR,Asia/Baghdad
ALP,Asia/Damascus
DAM,Asia/Damascus
DEZ,Asia/Damascus
LTK,Asia/Damascus
PMS,Asia/Damascus
DOH,Asia/Qatar
CIS,Pacific/Enderbury
ROP,Pacific/Saipan
SPN,Pacific/Saipan
UAM,Pacific/Guam
GUM,Pacific/Guam
TIQ,Pacific/Saipan
NSO,Australia/Sydney
MAJ,Pacific/Majuro
KWA,Pacific/Majuro
MDY,Pacific/Midway
TKK,Pacific/Truk
PNI,Pacific/Ponape
ROR,Pacific/Palau
KSA,Pacific/Kosrae
YAP,Pacific/Truk
KNH,Asia/Taipei
PIF,Asia/Taipei
TTT,Asia/Taipei
GNI,Asia/Taipei
KHH,Asia/Taipei
CYI,Asia/Taipei
KYD,Asia/Taipei
RMQ,Asia/Taipei
CES,Australia/Sydney
TNN,Asia/Taipei
MZG,Asia/Taipei
TSA,Asia/Taipei
TPE,Asia/Taipei
WOT,Asia/Taipei
HUN,Asia/Taipei
NRT,Asia/Tokyo
MMJ,Asia/Tokyo
IBR,Asia/Tokyo
IWO,Asia/Tokyo
SHM,Asia/Tokyo
OBO,Asia/Tokyo
CTS,Asia/Tokyo
HKD,Asia/Tokyo
SPK,Asia/Tokyo
MMB,Asia/Tokyo
SHB,Asia/Tokyo
WKJ,Asia/Tokyo
IKI,Asia/Tokyo
UBJ,Asia/Tokyo
TSJ,Asia/Tokyo
MBE,Asia/Tokyo
AKJ,Asia/Tokyo
OIR,Asia/Tokyo
RIS,Asia/Tokyo
KUM,Asia/Tokyo
FUJ,Asia/Tokyo
FUK,Asia/Tokyo
TNE,Asia/Tokyo
KOJ,Asia/Tokyo
KMI,Asia/Tokyo
OIT,Asia/Tokyo
KKJ,Asia/Tokyo
KMJ,Asia/Tokyo
NGS,Asia/Tokyo
ASJ,Asia/Tokyo
TKN,Asia/Tokyo
KMQ,Asia/Tokyo
OKI,Asia/Tokyo
TOY,Asia/Tokyo
HIJ,Asia/Tokyo
OKJ,Asia/Tokyo
IZO,Asia/Tokyo
YGJ,Asia/Tokyo
KCZ,Asia/Tokyo
MYJ,Asia/Tokyo
ITM,Asia/Tokyo
TTJ,Asia/Tokyo
TKS,Asia/Tokyo
TAK,Asia/Tokyo
AOJ,Asia/Tokyo
GAJ,Asia/Tokyo
HNA,Asia/Tokyo
AXT,Asia/Tokyo
MSJ,Asia/Tokyo
SDJ,Asia/Tokyo
LKS,Europe/Prague
HAC,Asia/Tokyo
OIM,Asia/Tokyo
HND,Asia/Tokyo
OKO,Asia/Tokyo
KWJ,Asia/Seoul
RSU,Asia/Seoul
SHO,Asia/Seoul
KAG,Asia/Seoul
MQB,America/Chicago
CJU,Asia/Seoul
PUS,Asia/Seoul
USN,Asia/Seoul
SSN,Asia/Seoul
OSN,Asia/Seoul
GMP,Asia/Seoul
KPO,Asia/Seoul
TAE,Asia/Seoul
YEC,Asia/Seoul
OKA,Asia/Tokyo
DNA,Asia/Tokyo
ISG,Asia/Tokyo
UEO,Asia/Tokyo
MMD,Asia/Tokyo
MMY,Asia/Tokyo
KTD,Asia/Tokyo
SHI,Asia/Tokyo
RNJ,Asia/Tokyo
OGN,Asia/Tokyo
MNL,Asia/Manila
MYP,Asia/Ashgabat
CBO,Asia/Manila
CGY,Asia/Manila
PAG,Asia/Manila
ZAM,Asia/Manila
BAG,Asia/Manila
TAC,Asia/Manila
BCD,Asia/Manila
GEN,Europe/Oslo
DGT,Asia/Manila
ILO,Asia/Manila
KLO,Asia/Manila
AUW,America/Chicago
PPS,Asia/Manila
SJI,Asia/Manila
COC,America/Cordoba
GHU,America/Cordoba
PRA,America/Cordoba
ROS,America/Cordoba
SFN,America/Cordoba
AEP,America/Cordoba
COR,America/Cordoba
LPG,America/Cordoba
MDZ,America/Cordoba
LGS,America/Cordoba
AFA,America/Cordoba
CTC,America/Cordoba
SDE,America/Cordoba
IRJ,America/Cordoba
TUC,America/Cordoba
UAQ,America/Cordoba
RCU,America/Cordoba
VDR,America/Cordoba
LUQ,America/Cordoba
CNQ,America/Cordoba
RES,America/Cordoba
FMA,America/Cordoba
IGR,America/Cordoba
AOL,America/Cordoba
PSS,America/Cordoba
SLA,America/Cordoba
JUJ,America/Cordoba
ORA,America/Cordoba
C47,America/Chicago
EHL,America/Cordoba
CRD,America/Cordoba
EQS,America/Cordoba
REL,America/Cordoba
VDM,America/Cordoba
PMY,America/Cordoba
PUD,America/Cordoba
RGA,America/Cordoba
RGL,America/Cordoba
USH,America/Cordoba
ULA,America/Cordoba
PMQ,America/Cordoba
RZA,America/Cordoba
BHI,America/Cordoba
IWD,America/Chicago
MDQ,America/Cordoba
NQN,America/Cordoba
MCD,America/New_York
RSA,America/Cordoba
BRC,America/Cordoba
TDL,America/Cordoba
VLG,America/Cordoba
CPC,America/Cordoba
CDJ,America/Boa_Vista
AQA,America/Sao_Paulo
AJU,America/Fortaleza
AFL,America/Campo_Grande
ARU,America/Sao_Paulo
BEL,America/Boa_Vista
BGX,America/Sao_Paulo
PLU,America/Sao_Paulo
BFH,America/Sao_Paulo
BSB,America/Sao_Paulo
BAU,America/Sao_Paulo
BVB,America/Boa_Vista
CAC,America/Sao_Paulo
CNF,America/Sao_Paulo
CGR,America/Campo_Grande
XAP,America/Sao_Paulo
CLN,America/Fortaleza
CCM,America/Sao_Paulo
CAW,America/Sao_Paulo
CMG,America/Campo_Grande
CWB,America/Sao_Paulo
CRQ,America/Fortaleza
CXJ,America/Sao_Paulo
CGB,America/Campo_Grande
CZS,America/Rio_Branco
PPB,America/Sao_Paulo
MAO,America/Boa_Vista
IGU,America/Sao_Paulo
FLN,America/Sao_Paulo
FEN,America/Fortaleza
FOR,America/Fortaleza
GIG,America/Sao_Paulo
GYN,America/Sao_Paulo
GRU,America/Sao_Paulo
ATM,America/Boa_Vista
IOS,America/Fortaleza
IPN,America/Sao_Paulo
IMP,America/Fortaleza
JDF,America/Sao_Paulo
JPA,America/Fortaleza
JOI,America/Sao_Paulo
CPV,America/Fortaleza
VCP,America/Sao_Paulo
LIP,America/Sao_Paulo
LDB,America/Sao_Paulo
LAZ,America/Fortaleza
MAB,America/Boa_Vista
MGF,America/Sao_Paulo
MOC,America/Sao_Paulo
GRM,America/Chicago
MCZ,America/Fortaleza
MCP,America/Fortaleza
MNX,America/Boa_Vista
NVT,America/Sao_Paulo
GEL,America/Sao_Paulo
NAT,America/Fortaleza
POA,America/Sao_Paulo
POO,America/Sao_Paulo
PFB,America/Sao_Paulo
PET,America/Sao_Paulo
PNZ,America/Fortaleza
PNB,America/Fortaleza
PMG,America/Campo_Grande
PVH,America/Boa_Vista
NPZ,America/Chicago
RBR,America/Rio_Branco
REC,America/Fortaleza
RIG,America/Sao_Paulo
SDU,America/Sao_Paulo
RAO,America/Sao_Paulo
STU,America/Sao_Paulo
SJK,America/Sao_Paulo
SLZ,America/Fortaleza
CGH,America/Sao_Paulo
SJP,America/Sao_Paulo
SSZ,America/Sao_Paulo
SSA,America/Fortaleza
TMT,America/Boa_Vista
THE,America/Fortaleza
TFF,America/Boa_Vista
TBT,America/Boa_Vista
TUR,America/Boa_Vista
PAV,America/Fortaleza
URG,America/Sao_Paulo
UDI,America/Sao_Paulo
UBA,America/Sao_Paulo
VAG,America/Sao_Paulo
BVH,America/Boa_Vista
VIX,America/Sao_Paulo
QPS,America/Sao_Paulo
ARI,America/Santiago
BBA,America/Santiago
CCH,America/Santiago
CJC,America/Santiago
PUQ,America/Santiago
GXQ,America/Santiago
IQQ,America/Santiago
SCL,America/Santiago
ANF,America/Santiago
LSQ,America/Santiago
CCP,America/Santiago
IPC,Pacific/Easter
ZOS,America/Santiago
LSC,America/Santiago
ZCO,America/Santiago
PMC,America/Santiago
WCH,America/Santiago
ZAL,America/Santiago
ATF,America/Guayaquil
OCC,America/Guayaquil
CUE,America/Guayaquil
GPS,Pacific/Galapagos
GYE,America/Guayaquil
XMS,America/Guayaquil
MCH,America/Guayaquil
MEC,America/Guayaquil
PVO,America/Guayaquil
UIO,America/Guayaquil
SNC,America/Guayaquil
TPC,America/Guayaquil
TUA,America/Guayaquil
ASU,America/Asuncion
AXM,America/Bogota
PUU,America/Bogota
BGA,America/Bogota
BOG,America/Bogota
BAQ,America/Bogota
BSC,America/Bogota
BUN,America/Bogota
CUC,America/Bogota
CTG,America/Bogota
CLO,America/Bogota
TCO,America/Bogota
CZU,America/Bogota
EJA,America/Bogota
FLA,America/Bogota
MXY,America/Anchorage
GPI,America/Bogota
IBE,America/Bogota
IPI,America/Bogota
LET,America/Bogota
EOH,America/Bogota
MGN,America/Bogota
MTR,America/Bogota
MVP,America/Bogota
MZL,America/Bogota
NVA,America/Bogota
OCV,America/Bogota
OTU,America/Bogota
PCR,America/Bogota
PEI,America/Bogota
PPN,America/Bogota
PSO,America/Bogota
PVA,America/Bogota
MDE,America/Bogota
RCH,America/Bogota
SJE,America/Bogota
SMR,America/Bogota
ADZ,America/Bogota
SVI,America/Bogota
TME,America/Bogota
AUC,America/Bogota
UIB,America/Bogota
ULQ,America/Bogota
VUP,America/Bogota
VVC,America/Bogota
BJO,America/La_Paz
CBB,America/La_Paz
CIJ,America/La_Paz
LPB,America/La_Paz
POI,America/La_Paz
PSZ,America/La_Paz
SRE,America/La_Paz
TJA,America/La_Paz
TDD,America/La_Paz
VVI,America/La_Paz
BYC,America/La_Paz
PBM,America/Paramaribo
CAY,America/Cayenne
SWD,America/Anchorage
PCL,America/Lima
CHM,America/Lima
CIX,America/Lima
AYP,America/Lima
ANS,America/Lima
ATA,America/Lima
LIM,America/Lima
JJI,America/Lima
JUL,America/Lima
MGC,America/Chicago
TBP,America/Lima
YMS,America/Lima
CHH,America/Lima
IQT,America/Lima
AQP,America/Lima
TRU,America/Lima
PIO,America/Lima
TPP,America/Lima
TCQ,America/Lima
PEM,America/Lima
PIU,America/Lima
TYL,America/Lima
CUZ,America/Lima
MVD,America/Montevideo
STY,America/Montevideo
AGV,America/Caracas
AAO,America/Caracas
BLA,America/Caracas
BNS,America/Caracas
BRM,America/Caracas
CBL,America/Caracas
CAJ,America/Caracas
CUP,America/Caracas
CZE,America/Caracas
CUM,America/Caracas
GUI,America/Caracas
GUQ,America/Caracas
LSP,America/Caracas
LFR,America/Caracas
MAR,America/Caracas
MRD,America/Caracas
PMV,America/Caracas
CCS,America/Caracas
MUN,America/Caracas
PYH,America/Caracas
PBL,America/Caracas
PZO,America/Caracas
SVZ,America/Caracas
STD,America/Caracas
SFH,America/Caracas
SFD,America/Caracas
SOM,America/Caracas
STB,America/Caracas
TUV,America/Caracas
VLN,America/Caracas
VLV,America/Caracas
VDP,America/Caracas
LTM,America/Guyana
ANU,America/Antigua
BGI,America/Barbados
DCF,America/Dominica
DOM,America/Dominica
FDF,America/Martinique
PTP,America/Guadeloupe
GND,America/Grenada
STT,America/St_Thomas
STX,America/St_Thomas
BQN,America/Puerto_Rico
FAJ,America/Puerto_Rico
SIG,America/Puerto_Rico
MAZ,America/Puerto_Rico
PSE,America/Puerto_Rico
SJU,America/Puerto_Rico
SKB,America/St_Kitts
SLU,America/St_Lucia
UVF,America/St_Lucia
AUA,America/Aruba
BON,America/Curacao
CUR,America/Curacao
EUX,America/Curacao
SXM,America/Curacao
AXA,America/Anguilla
TAB,America/Port_of_Spain
POS,America/Port_of_Spain
EIS,America/Tortola
AET,America/Anchorage
CIW,America/St_Vincent
MQS,America/St_Vincent
SVD,America/St_Vincent
ALA,Asia/Qyzylorda
TSE,Asia/Qyzylorda
DMB,Asia/Qyzylorda
FRU,Asia/Bishkek
OSS,Asia/Bishkek
CIT,Asia/Qyzylorda
URA,Asia/Oral
PWQ,Asia/Qyzylorda
PLX,Asia/Qyzylorda
AKX,Asia/Oral
GYD,Asia/Baku
YKS,Asia/Yakutsk
MJZ,Asia/Yakutsk
BQS,Asia/Yakutsk
KHV,Asia/Vladivostok
MQT,America/New_York
PVS,Asia/Magadan
GDX,Asia/Magadan
PKC,Asia/Magadan
UUS,Asia/Vladivostok
VVO,Asia/Vladivostok
HTA,Asia/Yakutsk
BTK,Asia/Irkutsk
IKT,Asia/Irkutsk
UUD,Asia/Irkutsk
KBP,Europe/Kiev
DOK,Europe/Kiev
DNK,Europe/Kiev
SIP,Europe/Kiev
IEV,Europe/Kiev
LWO,Europe/Kiev
IMT,America/Chicago
ODS,Europe/Kiev
LED,Europe/Moscow
MMK,Europe/Moscow
GME,Europe/Minsk
VTB,Europe/Minsk
KGD,Europe/Kaliningrad
MHP,Europe/Minsk
MSQ,Europe/Minsk
ABA,Asia/Krasnoyarsk
BAX,Asia/Omsk
KEJ,Asia/Omsk
OMS,Asia/Omsk
KRR,Europe/Moscow
MCX,Europe/Moscow
MRV,Europe/Moscow
STW,Europe/Moscow
ROV,Europe/Moscow
AER,Europe/Moscow
ASF,Europe/Moscow
VOG,Europe/Moscow
CEK,Asia/Yekaterinburg
MQF,Asia/Yekaterinburg
GBZ,Pacific/Auckland
NJC,Asia/Yekaterinburg
PEE,Asia/Yekaterinburg
SGC,Asia/Yekaterinburg
SVX,Asia/Yekaterinburg
ASB,Asia/Ashgabat
KRW,Asia/Ashgabat
DYU,Asia/Dushanbe
BHK,Asia/Samarkand
SKD,Asia/Samarkand
IUD,Asia/Qatar
TAS,Asia/Samarkand
BZK,Europe/Moscow
SVO,Europe/Moscow
KLD,Europe/Moscow
VOZ,Europe/Moscow
VKO,Europe/Moscow
SCW,Europe/Moscow
KZN,Europe/Moscow
REN,Asia/Yekaterinburg
UFA,Asia/Yekaterinburg
KBY,Europe/Moscow
AMD,Asia/Calcutta
AKD,Asia/Calcutta
IXU,Asia/Calcutta
BOM,Asia/Calcutta
PAB,Asia/Calcutta
BHJ,Asia/Calcutta
IXG,Asia/Calcutta
BDQ,Asia/Calcutta
BHO,Asia/Calcutta
BHU,Asia/Calcutta
NMB,Asia/Calcutta
GOI,Asia/Calcutta
IDR,Asia/Calcutta
JLR,Asia/Calcutta
JGA,Asia/Calcutta
IXY,Asia/Calcutta
HJR,Asia/Calcutta
KLH,Asia/Calcutta
IXK,Asia/Calcutta
NAG,Asia/Calcutta
ISK,Asia/Calcutta
PNQ,Asia/Calcutta
PBD,Asia/Calcutta
RAJ,Asia/Calcutta
RPR,Asia/Calcutta
SSE,Asia/Calcutta
STV,Asia/Calcutta
UDR,Asia/Calcutta
CMB,Asia/Colombo
RML,Asia/Colombo
GOY,Asia/Colombo
JAF,Asia/Colombo
TRR,Asia/Colombo
KIK,Asia/Baghdad
PNH,Asia/Phnom_Penh
REP,Asia/Phnom_Penh
IXA,Asia/Calcutta
AJL,Asia/Calcutta
IXB,Asia/Calcutta
BBI,Asia/Calcutta
CCU,Asia/Calcutta
COH,Asia/Calcutta
DBD,Asia/Calcutta
ESC,America/New_York
GAY,Asia/Calcutta
IMF,Asia/Calcutta
IXW,Asia/Calcutta
JRH,Asia/Calcutta
IXH,Asia/Calcutta
IXS,Asia/Calcutta
IXI,Asia/Calcutta
MOH,Asia/Calcutta
PAT,Asia/Calcutta
IXR,Asia/Calcutta
RRK,Asia/Calcutta
VTZ,Asia/Calcutta
CXB,Asia/Dhaka
CGP,Asia/Dhaka
IRD,Asia/Dhaka
