PNA,1,Europe/Madrid
REU,1,Europe/Madrid
SLM,1,Europe/Madrid
EAS,1,Europe/Madrid
SCQ,1,Europe/Madrid
LEU,1,Europe/Madrid
TOJ,1,Europe/Madrid
VLC,1,Europe/Madrid
VLL,1,Europe/Madrid
VIT,1,Europe/Madrid
VGO,1,Europe/Madrid
SDR,1,Europe/Madrid
ZAZ,1,Europe/Madrid
SVQ,1,Europe/Madrid
CQF,1,Europe/Paris
LTQ,1,Europe/Paris
AGF,1,Europe/Paris
BOD,1,Europe/Paris
EGC,1,Europe/Paris
CNG,1,Europe/Paris
PIS,1,Europe/Paris
LIG,1,Europe/Paris
NIT,1,Europe/Paris
TLS,1,Europe/Paris
PUF,1,Europe/Paris
LDE,1,Europe/Paris
ANG,1,Europe/Paris
BVE,1,Europe/Paris
PGX,1,Europe/Paris
BIQ,1,Europe/Paris
XAC,1,Europe/Paris
LBI,1,Europe/Paris
DCM,1,Europe/Paris
RDZ,1,Europe/Paris
RYN,1,Europe/Paris
RCO,1,Europe/Paris
CMR,1,Europe/Paris
DLE,1,Europe/Paris
OBS,1,Europe/Paris
LPY,1,Europe/Paris
XBK,1,Europe/Paris
XVF,1,Europe/Paris
XMU,1,Europe/Paris
ETZ,1,Europe/Paris
BIA,1,Europe/Paris
CLY,1,Europe/Paris
FSC,1,Europe/Paris
AJA,1,Europe/Paris
SOZ,1,Europe/Paris
AUF,1,Europe/Paris
CMF,1,Europe/Paris
CFE,1,Europe/Paris
BOU,1,Europe/Paris
XCD,1,Europe/Paris
QNJ,1,Europe/Paris
LYS,1,Europe/Paris
QNX,1,Europe/Paris
RNE,1,Europe/Paris
NCY,1,Europe/Paris
GNB,1,Europe/Paris
MCU,1,Europe/Paris
VAF,1,Europe/Paris
VHY,1,Europe/Paris
AUR,1,Europe/Paris
CHR,1,Europe/Paris
LYN,1,Europe/Paris
QXB,1,Europe/Paris
CEQ,1,Europe/Paris
EBU,1,Europe/Paris
CCF,1,Europe/Paris
MRS,1,Europe/Paris
NCE,1,Europe/Paris
PGF,1,Europe/Paris
CTT,1,Europe/Paris
MPL,1,Europe/Paris
BZR,1,Europe/Paris
AVN,1,Europe/Paris
MEN,1,Europe/Paris
BVA,1,Europe/Paris
LEH,1,Europe/Paris
ORE,1,Europe/Paris
XCR,1,Europe/Paris
URO,1,Europe/Paris
TUF,1,Europe/Paris
CET,1,Europe/Paris
LVA,1,Europe/Paris
LBG,1,Europe/Paris
CSF,1,Europe/Paris
CDG,1,Europe/Paris
TNF,1,Europe/Paris
ORY,1,Europe/Paris
POX,1,Europe/Paris
QYR,1,Europe/Paris
NVS,1,Europe/Paris
LIL,1,Europe/Paris
BES,1,Europe/Paris
CER,1,Europe/Paris
DNR,1,Europe/Paris
GFR,1,Europe/Paris
DOL,1,Europe/Paris
LRT,1,Europe/Paris
EDM,1,Europe/Paris
CFR,1,Europe/Paris
LME,1,Europe/Paris
RNS,1,Europe/Paris
LAI,1,Europe/Paris
UIP,1,Europe/Paris
NTE,1,Europe/Paris
SBK,1,Europe/Paris
MXN,1,Europe/Paris
VNE,1,Europe/Paris
SNR,1,Europe/Paris
MLH,1,Europe/Paris
DIJ,1,Europe/Paris
MZM,1,Europe/Paris
EPL,1,Europe/Paris
ENC,1,Europe/Paris
RHE,1,Europe/Paris
SXB,1,Europe/Paris
TLN,1,Europe/Paris
FNI,1,Europe/Paris
MQC,-3,America/Miquelon
FSP,-3,America/Miquelon
PYR,2,Europe/Athens
AGQ,2,Europe/Athens
AXD,2,Europe/Athens
VOL,2,Europe/Athens
JKH,2,Europe/Athens
IOA,2,Europe/Athens
HER,2,Europe/Athens
KSO,2,Europe/Athens
KIT,2,Europe/Athens
EFL,2,Europe/Athens
KLX,2,Europe/Athens
KGS,2,Europe/Athens
AOK,2,Europe/Athens
CFU,2,Europe/Athens
KSJ,2,Europe/Athens
KVA,2,Europe/Athens
KZI,2,Europe/Athens
LRS,2,Europe/Athens
LXS,2,Europe/Athens
LRA,2,Europe/Athens
JMK,2,Europe/Athens
MJT,2,Europe/Athens
PVK,2,Europe/Athens
RHO,2,Europe/Athens
GPA,2,Europe/Athens
CHQ,2,Europe/Athens
JSI,2,Europe/Athens
SMI,2,Europe/Athens
LYM,0,Europe/London
JTR,2,Europe/Athens
JSH,2,Europe/Athens
SKU,2,Europe/Athens
SKG,2,Europe/Athens
ZTH,2,Europe/Athens
BUD,1,Europe/Budapest
DEB,1,Europe/Budapest
SUE,-6,America/Chicago
CRV,1,Europe/Rome
BRI,1,Europe/Rome
FOG,1,Europe/Rome
TAR,1,Europe/Rome
LCC,1,Europe/Rome
PSR,1,Europe/Rome
BDS,1,Europe/Rome
SUF,1,Europe/Rome
CTA,1,Europe/Rome
LMP,1,Europe/Rome
PNL,1,Europe/Rome
PMO,1,Europe/Rome
REG,1,Europe/Rome
TPS,1,Europe/Rome
NSY,1,Europe/Rome
AHO,1,Europe/Rome
DCI,1,Europe/Rome
CAG,1,Europe/Rome
OLB,1,Europe/Rome
TTB,1,Europe/Rome
MXP,1,Europe/Rome
BGY,1,Europe/Rome
TRN,1,Europe/Rome
ALL,1,Europe/Rome
GOA,1,Europe/Rome
LIN,1,Europe/Rome
PMF,1,Europe/Rome
QPZ,1,Europe/Rome
0P2,-5,America/New_York
CUF,1,Europe/Rome
AVB,1,Europe/Rome
BZO,1,Europe/Rome
BLQ,1,Europe/Rome
TSF,1,Europe/Rome
FRL,1,Europe/Rome
VBS,1,Europe/Rome
TRS,1,Europe/Rome
RMI,1,Europe/Rome
VIC,1,Europe/Rome
QPA,1,Europe/Rome
VRN,1,Europe/Rome
VCE,1,Europe/Rome
SAY,1,Europe/Rome
CIA,1,Europe/Rome
FCO,1,Europe/Rome
EBA,1,Europe/Rome
QLT,1,Europe/Rome
NAP,1,Europe/Rome
PSA,1,Europe/Rome
FLR,1,Europe/Rome
GRS,1,Europe/Rome
PEG,1,Europe/Rome
LJU,1,Europe/Ljubljana
MBX,1,Europe/Ljubljana
POW,1,Europe/Ljubljana
KLV,1,Europe/Prague
OSR,1,Europe/Prague
PED,1,Europe/Prague
PRV,1,Europe/Prague
PRG,1,Europe/Prague
BRQ,1,Europe/Prague
TLV,2,Asia/Jerusalem
BEV,2,Asia/Jerusalem
ETH,2,Asia/Jerusalem
HFA,2,Asia/Jerusalem
RPN,2,Asia/Jerusalem
VDA,2,Asia/Jerusalem
SDV,2,Asia/Jerusalem
MLA,1,Europe/Malta
GRZ,1,Europe/Vienna
INN,1,Europe/Vienna
LNZ,1,Europe/Vienna
SZG,1,Europe/Vienna
VIE,1,Europe/Vienna
SMA,-1,Atlantic/Azores
BGC,0,Europe/Lisbon
FLW,-1,Atlantic/Azores
FAO,0,Europe/Lisbon
GRW,-1,Atlantic/Azores
HOR,-1,Atlantic/Azores
TER,-1,Atlantic/Azores
PDL,-1,Atlantic/Azores
PIX,-1,Atlantic/Azores
OPO,0,Europe/Lisbon
PXO,0,Europe/Lisbon
LIS,0,Europe/Lisbon
SJZ,-1,Atlantic/Azores
VRL,0,Europe/Lisbon
PDT,-8,America/Los_Angeles
OMO,1,Europe/Sarajevo
SJJ,1,Europe/Sarajevo
ARW,2,Europe/Bucharest
BCM,2,Europe/Bucharest
BAY,2,Europe/Bucharest
BBU,2,Europe/Bucharest
CND,2,Europe/Bucharest
CLJ,2,Europe/Bucharest
CSB,2,Europe/Bucharest
CRA,2,Europe/Bucharest
IAS,2,Europe/Bucharest
OMR,2,Europe/Bucharest
OTP,2,Europe/Bucharest
SBZ,2,Europe/Bucharest
SUJ,2,Europe/Bucharest
SCV,2,Europe/Bucharest
TCE,2,Europe/Bucharest
TGM,2,Europe/Bucharest
TSR,2,Europe/Bucharest
GVA,1,Europe/Paris
SIR,1,Europe/Zurich
LUG,1,Europe/Zurich
BRN,1,Europe/Zurich
ZRH,1,Europe/Zurich
ACH,1,Europe/Zurich
SMV,1,Europe/Zurich
ESB,2,Europe/Istanbul
ANK,2,Europe/Istanbul
ADA,2,Europe/Istanbul
AFY,2,Europe/Istanbul
AYT,2,Europe/Istanbul
GZT,2,Europe/Istanbul
KYA,2,Europe/Istanbul
MZH,2,Europe/Istanbul
VAS,2,Europe/Istanbul
MLX,2,Europe/Istanbul
ASR,2,Europe/Istanbul
DNZ,2,Europe/Istanbul
IST,2,Europe/Istanbul
BZI,2,Europe/Istanbul
BDM,2,Europe/Istanbul
TYE,-9,America/Anchorage
ESK,2,Europe/Istanbul
ADB,2,Europe/Istanbul
IGL,2,Europe/Istanbul
DLM,2,Europe/Istanbul
RIW,-7,America/Denver
BXN,2,Europe/Istanbul
EZS,2,Europe/Istanbul
DIY,2,Europe/Istanbul
ERC,2,Europe/Istanbul
ERZ,2,Europe/Istanbul
TZX,2,Europe/Istanbul
MTJ,-7,America/Denver
VAN,2,Europe/Istanbul
BAL,2,Europe/Istanbul
KIV,2,Europe/Chisinau
OHD,1,Europe/Skopje
SKP,1,Europe/Skopje
GIB,1,Europe/Gibraltar
BEG,1,Europe/Belgrade
INI,1,Europe/Belgrade
TGD,1,Europe/Podgorica
PRN,1,Europe/Belgrade
TIV,1,Europe/Podgorica
BTS,1,Europe/Bratislava
KSC,1,Europe/Bratislava
PZY,1,Europe/Bratislava
SLD,1,Europe/Bratislava
TAT,1,Europe/Bratislava
1CS,-6,America/Chicago
NCA,-5,America/Grand_Turk
PLS,-5,America/Grand_Turk
XSC,-5,America/Grand_Turk
EPS,-4,America/Santo_Domingo
BRX,-4,America/Santo_Domingo
LRM,-4,America/Santo_Domingo
PUJ,-4,America/Santo_Domingo
POP,-4,America/Santo_Domingo
SDQ,-4,America/Santo_Domingo
STI,-4,America/Santo_Domingo
CBV,-6,America/Guatemala
GUA,-6,America/Guatemala
LCE,-6,America/Tegucigalpa
SAP,-6,America/Tegucigalpa
GJA,-6,America/Tegucigalpa
RTB,-6,America/Tegucigalpa
TEA,-6,America/Tegucigalpa
TGU,-6,America/Tegucigalpa
OCJ,-5,America/Jamaica
KIN,-5,America/Jamaica
MBJ,-5,America/Jamaica
POT,-5,America/Jamaica
KTP,-5,America/Jamaica
ACA,-6,America/Mexico_City
NTR,-6,America/Mexico_City
AGU,-6,America/Mexico_City
HUX,-6,America/Mexico_City
CVJ,-6,America/Mexico_City
CME,-6,America/Mexico_City
CUL,-7,America/Mazatlan
CTM,-6,America/Mexico_City
CEN,-7,America/Hermosillo
CPE,-6,America/Mexico_City
CJS,-7,America/Mazatlan
CUU,-7,America/Mazatlan
CVM,-6,America/Mexico_City
ENW,-6,America/Chicago
CZM,-6,America/Mexico_City
DGO,-6,America/Mexico_City
TPQ,-7,America/Mazatlan
ESE,-8,America/Tijuana
GDL,-6,America/Mexico_City
GYM,-7,America/Hermosillo
TCN,-6,America/Mexico_City
HMO,-7,America/Hermosillo
CLQ,-6,America/Mexico_City
ISJ,-6,America/Mexico_City
SLW,-6,America/Mexico_City
LZC,-6,America/Mexico_City
LMM,-7,America/Mazatlan
BJX,-6,America/Mexico_City
LAP,-7,America/Mazatlan
LTO,-7,America/Mazatlan
MAM,-6,America/Mexico_City
MID,-6,America/Mexico_City
MXL,-8,America/Tijuana
MLM,-6,America/Mexico_City
MTT,-6,America/Mexico_City
LOV,-6,America/Mexico_City
MEX,-6,America/Mexico_City
MTY,-6,America/Mexico_City
MZT,-7,America/Mazatlan
NOG,-7,America/Hermosillo
NLD,-6,America/Mexico_City
OAX,-6,America/Mexico_City
PAZ,-6,America/Mexico_City
PBC,-6,America/Mexico_City
PCA,-6,America/Mexico_City
PPE,-7,America/Hermosillo
PDS,-6,America/Mexico_City
UPN,-6,America/Mexico_City
PVR,-6,America/Mexico_City
PXM,-6,America/Mexico_City
QRO,-6,America/Mexico_City
REX,-6,America/Mexico_City
SJD,-7,America/Mazatlan
SLP,-6,America/Mexico_City
TXA,-6,America/Mexico_City
TRC,-6,America/Mexico_City
TGZ,-6,America/Mexico_City
TIJ,-8,America/Tijuana
TAM,-6,America/Mexico_City
TSL,-6,America/Mexico_City
TLC,-6,America/Mexico_City
TAP,-6,America/Mexico_City
CUN,-6,America/Mexico_City
VSA,-6,America/Mexico_City
VER,-6,America/Mexico_City
ZCL,-6,America/Mexico_City
ZIH,-6,America/Mexico_City
ZMM,-6,America/Mexico_City
ZLO,-6,America/Mexico_City
BEF,-6,America/Managua
MGA,-6,America/Managua
PUZ,-6,America/Managua
BOC,-5,America/Panama
CHX,-5,America/Panama
DAV,-5,America/Panama
HOW,-5,America/Panama
PAC,-5,America/Panama
PTY,-5,America/Panama
VGT,-8,America/Los_Angeles
OTR,-6,America/Costa_Rica
GLF,-6,America/Costa_Rica
LIR,-6,America/Costa_Rica
LIO,-6,America/Costa_Rica
NOB,-6,America/Costa_Rica
SJO,-6,America/Costa_Rica
PMZ,-6,America/Costa_Rica
XQP,-6,America/Costa_Rica
SAL,-6,America/El_Salvador
CAP,-5,America/Port-au-Prince
PAP,-5,America/Port-au-Prince
BCA,-5,America/Havana
BYM,-5,America/Havana
AVI,-5,America/Havana
CFG,-5,America/Havana
CYO,-5,America/Havana
CMW,-5,America/Havana
SCU,-5,America/Havana
GAO,-5,America/Havana
HAV,-5,America/Havana
HOG,-5,America/Havana
LCL,-5,America/Havana
MOA,-5,America/Havana
MZO,-5,America/Havana
GER,-5,America/Havana
SNU,-5,America/Havana
C02,-6,America/Chicago
VRA,-5,America/Havana
VTU,-5,America/Havana
CYB,-5,America/Cayman
GCM,-5,America/Cayman
ASD,-5,America/Nassau
MHH,-5,America/Nassau
SAQ,-5,America/Nassau
AXP,-5,America/Nassau
TCB,-5,America/Nassau
CCZ,-5,America/Nassau
BIM,-5,America/Nassau
DKB,-6,America/Chicago
GGT,-5,America/Nassau
ELH,-5,America/Nassau
GHB,-5,America/Nassau
RSD,-5,America/Nassau
FPO,-5,America/Nassau
IGA,-5,America/Nassau
LGI,-5,America/Nassau
SML,-5,America/Nassau
MYG,-5,America/Nassau
NAS,-5,America/Nassau
ZSA,-5,America/Nassau
BZE,-6,America/Belize
AIT,-10,Pacific/Rarotonga
RAR,-10,Pacific/Rarotonga
NAN,12,Pacific/Fiji
SUV,12,Pacific/Fiji
TBU,13,Pacific/Tongatapu
VAV,13,Pacific/Tongatapu
TRW,12,Pacific/Tarawa
MTL,10,Australia/Sydney
WLS,12,Pacific/Wallis
APW,13,Pacific/Apia
PPG,-11,Pacific/Pago_Pago
TUB,-10,Pacific/Tahiti
AAA,-10,Pacific/Tahiti
TIH,-10,Pacific/Tahiti
FAV,-10,Pacific/Tahiti
XMH,-10,Pacific/Tahiti
GMR,-9,Pacific/Gambier
KKR,-10,Pacific/Tahiti
MKP,-10,Pacific/Tahiti
PKP,-10,Pacific/Tahiti
TKP,-10,Pacific/Tahiti
AXR,-10,Pacific/Tahiti
MVT,-10,Pacific/Tahiti
TKX,-10,Pacific/Tahiti
NHV,-9.5,Pacific/Marquesas
LAF,-5,America/New_York
BOB,-10,Pacific/Tahiti
RGI,-10,Pacific/Tahiti
HUH,-10,Pacific/Tahiti
MOZ,-10,Pacific/Tahiti
MAU,-10,Pacific/Tahiti
RFP,-10,Pacific/Tahiti
VLI,11,Pacific/Efate
KNQ,11,Pacific/Noumea
KOC,11,Pacific/Noumea
LIF,11,Pacific/Noumea
GEA,11,Pacific/Noumea
MEE,11,Pacific/Noumea
TOU,11,Pacific/Noumea
UVE,11,Pacific/Noumea
NOU,11,Pacific/Noumea
AKL,12,Pacific/Auckland
TUO,12,Pacific/Auckland
AMZ,12,Pacific/Auckland
CHC,12,Pacific/Auckland
CHT,12.75,Pacific/Chatham
DUD,12,Pacific/Auckland
GIS,12,Pacific/Auckland
MON,12,Pacific/Auckland
HKK,12,Pacific/Auckland
HLZ,12,Pacific/Auckland
KKE,12,Pacific/Auckland
KAT,12,Pacific/Auckland
ALR,12,Pacific/Auckland
GTN,12,Pacific/Auckland
TEU,12,Pacific/Auckland
MRO,12,Pacific/Auckland
NPL,12,Pacific/Auckland
NSN,12,Pacific/Auckland
IVC,12,Pacific/Auckland
OAM,12,Pacific/Auckland
PMR,12,Pacific/Auckland
PPQ,12,Pacific/Auckland
ZQN,12,Pacific/Auckland
ROT,12,Pacific/Auckland
TRG,12,Pacific/Auckland
TIU,12,Pacific/Auckland
BHE,12,Pacific/Auckland
WKA,12,Pacific/Auckland
WHK,12,Pacific/Auckland
WLG,12,Pacific/Auckland
WRE,12,Pacific/Auckland
WSZ,12,Pacific/Auckland
WAG,12,Pacific/Auckland
HEA,4.5,Asia/Kabul
JAA,4.5,Asia/Kabul
KBL,4.5,Asia/Kabul
KDH,4.5,Asia/Kabul
MMZ,4.5,Asia/Kabul
MZR,4.5,Asia/Kabul
UND,4.5,Asia/Kabul
BAH,3,Asia/Bahrain
AHB,3,Asia/Riyadh
HOF,3,Asia/Riyadh
ABT,3,Asia/Riyadh
BHH,3,Asia/Riyadh
DMM,3,Asia/Riyadh
DHA,3,Asia/Riyadh
GIZ,3,Asia/Riyadh
ELQ,3,Asia/Riyadh
URY,3,Asia/Riyadh
HAS,3,Asia/Riyadh
JED,3,Asia/Riyadh
HBT,3,Asia/Riyadh
MED,3,Asia/Riyadh
EAM,3,Asia/Riyadh
AQI,3,Asia/Riyadh
RAH,3,Asia/Riyadh
RUH,3,Asia/Riyadh
RAE,3,Asia/Riyadh
SHW,3,Asia/Riyadh
DGE,10,Australia/Sydney
SLF,3,Asia/Riyadh
TUU,3,Asia/Riyadh
TIF,3,Asia/Riyadh
TUI,3,Asia/Riyadh
OXD,-5,America/New_York
EJH,3,Asia/Riyadh
YNB,3,Asia/Riyadh
ABD,3.5,Asia/Tehran
QMJ,3.5,Asia/Tehran
MRX,3.5,Asia/Tehran
AWZ,3.5,Asia/Tehran
BUZ,3.5,Asia/Tehran
KIH,3.5,Asia/Tehran
BDH,3.5,Asia/Tehran
KSH,3.5,Asia/Tehran
SDG,3.5,Asia/Tehran
RAS,3.5,Asia/Tehran
MIE,-5,America/New_York
THR,3.5,Asia/Tehran
BND,3.5,Asia/Tehran
KER,3.5,Asia/Tehran
XBJ,3.5,Asia/Tehran
WSY,10,Australia/Brisbane
RZR,3.5,Asia/Tehran
RAF,-3,America/Cordoba
SYZ,3.5,Asia/Tehran
QSA,1,Europe/Madrid
TBZ,3.5,Asia/Tehran
AZD,3.5,Asia/Tehran
ZBR,3.5,Asia/Tehran
ZAH,3.5,Asia/Tehran
AMM,2,Asia/Amman
ADJ,2,Asia/Amman
AQJ,2,Asia/Amman
OMF,2,Asia/Amman
KWI,3,Asia/Kuwait
BEY,2,Asia/Beirut
AUH,4,Asia/Dubai
AZI,4,Asia/Dubai
MVA,0,Atlantic/Reykjavik
DXB,4,Asia/Dubai
FJR,4,Asia/Dubai
RKT,4,Asia/Dubai
SHJ,4,Asia/Dubai
KHS,4,Asia/Muscat
MSH,4,Asia/Muscat
MCT,4,Asia/Muscat
SLL,4,Asia/Muscat
TTH,4,Asia/Muscat
XYD,1,Europe/Paris
LYP,5,Asia/Karachi
GWD,5,Asia/Karachi
GIL,5,Asia/Karachi
KHI,5,Asia/Karachi
LHE,5,Asia/Karachi
MFG,5,Asia/Karachi
MJD,5,Asia/Karachi
MUX,5,Asia/Karachi
WNS,5,Asia/Karachi
PJG,5,Asia/Karachi
PSI,5,Asia/Karachi
PEW,5,Asia/Karachi
UET,5,Asia/Karachi
RYK,5,Asia/Karachi
ISB,5,Asia/Karachi
RAZ,5,Asia/Karachi
1RL,-8,America/Los_Angeles
SKZ,5,Asia/Karachi
SDT,5,Asia/Karachi
SUL,5,Asia/Karachi
BDN,5,Asia/Karachi
PZH,5,Asia/Karachi
BSR,3,Asia/Baghdad
ALP,2,Asia/Damascus
DAM,2,Asia/Damascus
DEZ,2,Asia/Damascus
LTK,2,Asia/Damascus
PMS,2,Asia/Damascus
DOH,3,Asia/Qatar
CIS,13,Pacific/Enderbury
ROP,10,Pacific/Saipan
SPN,10,Pacific/Saipan
UAM,10,Pacific/Guam
GUM,10,Pacific/Guam
TIQ,10,Pacific/Saipan
NSO,10,Australia/Sydney
MAJ,12,Pacific/Majuro
KWA,12,Pacific/Majuro
MDY,-11,Pacific/Midway
TKK,10,Pacific/Truk
PNI,11,Pacific/Ponape
ROR,9,Pacific/Palau
KSA,11,Pacific/Kosrae
YAP,10,Pacific/Truk
KNH,8,Asia/Taipei
PIF,8,Asia/Taipei
TTT,8,Asia/Taipei
GNI,8,Asia/Taipei
KHH,8,Asia/Taipei
CYI,8,Asia/Taipei
KYD,8,Asia/Taipei
RMQ,8,Asia/Taipei
CES,10,Australia/Sydney
TNN,8,Asia/Taipei
MZG,8,Asia/Taipei
TSA,8,Asia/Taipei
TPE,8,Asia/Taipei
WOT,8,Asia/Taipei
HUN,8,Asia/Taipei
NRT,9,Asia/Tokyo
MMJ,9,Asia/Tokyo
IBR,9,Asia/Tokyo
IWO,9,Asia/Tokyo
SHM,9,Asia/Tokyo
OBO,9,Asia/Tokyo
CTS,9,Asia/Tokyo
HKD,9,Asia/Tokyo
SPK,9,Asia/Tokyo
MMB,9,Asia/Tokyo
SHB,9,Asia/Tokyo
WKJ,9,Asia/Tokyo
IKI,9,Asia/Tokyo
UBJ,9,Asia/Tokyo
TSJ,9,Asia/Tokyo
MBE,9,Asia/Tokyo
AKJ,9,Asia/Tokyo
OIR,9,Asia/Tokyo
RIS,9,Asia/Tokyo
KUM,9,Asia/Tokyo
FUJ,9,Asia/Tokyo
FUK,9,Asia/Tokyo
TNE,9,Asia/Tokyo
KOJ,9,Asia/Tokyo
KMI,9,Asia/Tokyo
OIT,9,Asia/Tokyo
KKJ,9,Asia/Tokyo
KMJ,9,Asia/Tokyo
NGS,9,Asia/Tokyo
ASJ,9,Asia/Tokyo
TKN,9,Asia/Tokyo
KMQ,9,Asia/Tokyo
OKI,9,Asia/Tokyo
TOY,9,Asia/Tokyo
HIJ,9,Asia/Tokyo
OKJ,9,Asia/Tokyo
IZO,9,Asia/Tokyo
YGJ,9,Asia/Tokyo
KCZ,9,Asia/Tokyo
MYJ,9,Asia/Tokyo
ITM,9,Asia/Tokyo
TTJ,9,Asia/Tokyo
TKS,9,Asia/Tokyo
TAK,9,Asia/Tokyo
AOJ,9,Asia/Tokyo
GAJ,9,Asia/Tokyo
HNA,9,Asia/Tokyo
AXT,9,Asia/Tokyo
MSJ,9,Asia/Tokyo
SDJ,9,Asia/Tokyo
LKS,1,Europe/Prague
HAC,9,Asia/Tokyo
OIM,9,Asia/Tokyo
HND,9,Asia/Tokyo
OKO,9,Asia/Tokyo
KWJ,9,Asia/Seoul
RSU,9,Asia/Seoul
SHO,9,Asia/Seoul
KAG,9,Asia/Seoul
MQB,-6,America/Chicago
CJU,9,Asia/Seoul
PUS,9,Asia/Seoul
USN,9,Asia/Seoul
SSN,9,Asia/Seoul
OSN,9,Asia/Seoul
GMP,9,Asia/Seoul
KPO,9,Asia/Seoul
TAE,9,Asia/Seoul
YEC,9,Asia/Seoul
OKA,9,Asia/Tokyo
DNA,9,Asia/Tokyo
ISG,9,Asia/Tokyo
UEO,9,Asia/Tokyo
MMD,9,Asia/Tokyo
MMY,9,Asia/Tokyo
KTD,9,Asia/Tokyo
SHI,9,Asia/Tokyo
RNJ,9,Asia/Tokyo
OGN,9,Asia/Tokyo
MNL,8,Asia/Manila
MYP,5,Asia/Ashgabat
CBO,8,Asia/Manila
CGY,8,Asia/Manila
PAG,8,Asia/Manila
ZAM,8,Asia/Manila
BAG,8,Asia/Manila
TAC,8,Asia/Manila
BCD,8,Asia/Manila
GEN,1,Europe/Oslo
DGT,8,Asia/Manila
ILO,8,Asia/Manila
KLO,8,Asia/Manila
AUW,-6,America/Chicago
PPS,8,Asia/Manila
SJI,8,Asia/Manila
COC,-3,America/Cordoba
GHU,-3,America/Cordoba
PRA,-3,America/Cordoba
ROS,-3,America/Cordoba
SFN,-3,America/Cordoba
AEP,-3,America/Cordoba
COR,-3,America/Cordoba
LPG,-3,America/Cordoba
MDZ,-3,America/Cordoba
LGS,-3,America/Cordoba
AFA,-3,America/Cordoba
CTC,-3,America/Cordoba
SDE,-3,America/Cordoba
IRJ,-3,America/Cordoba
TUC,-3,America/Cordoba
UAQ,-3,America/Cordoba
RCU,-3,America/Cordoba
VDR,-3,America/Cordoba
LUQ,-3,America/Cordoba
CNQ,-3,America/Cordoba
RES,-3,America/Cordoba
FMA,-3,America/Cordoba
IGR,-3,America/Cordoba
AOL,-3,America/Cordoba
PSS,-3,America/Cordoba
SLA,-3,America/Cordoba
JUJ,-3,America/Cordoba
ORA,-3,America/Cordoba
C47,-6,America/Chicago
EHL,-3,America/Cordoba
CRD,-3,America/Cordoba
EQS,-3,America/Cordoba
REL,-3,America/Cordoba
VDM,-3,America/Cordoba
PMY,-3,America/Cordoba
PUD,-3,America/Cordoba
RGA,-3,America/Cordoba
RGL,-3,America/Cordoba
USH,-3,America/Cordoba
ULA,-3,America/Cordoba
PMQ,-3,America/Cordoba
RZA,-3,America/Cordoba
BHI,-3,America/Cordoba
IWD,-6,America/Chicago
MDQ,-3,America/Cordoba
NQN,-3,America/Cordoba
MCD,-5,America/New_York
RSA,-3,America/Cordoba
BRC,-3,America/Cordoba
TDL,-3,America/Cordoba
VLG,-3,America/Cordoba
CPC,-3,America/Cordoba
CDJ,-4,America/Boa_Vista
AQA,-3,America/Sao_Paulo
AJU,-3,America/Fortaleza
AFL,-4,America/Campo_Grande
ARU,-3,America/Sao_Paulo
BEL,-4,America/Boa_Vista
BGX,-3,America/Sao_Paulo
PLU,-3,America/Sao_Paulo
BFH,-3,America/Sao_Paulo
BSB,-3,America/Sao_Paulo
BAU,-3,America/Sao_Paulo
BVB,-4,America/Boa_Vista
CAC,-3,America/Sao_Paulo
CNF,-3,America/Sao_Paulo
CGR,-4,America/Campo_Grande
XAP,-3,America/Sao_Paulo
CLN,-3,America/Fortaleza
CCM,-3,America/Sao_Paulo
CAW,-3,America/Sao_Paulo
CMG,-4,America/Campo_Grande
CWB,-3,America/Sao_Paulo
CRQ,-3,America/Fortaleza
CXJ,-3,America/Sao_Paulo
CGB,-4,America/Campo_Grande
CZS,-5,America/Rio_Branco
PPB,-3,America/Sao_Paulo
MAO,-4,America/Boa_Vista
IGU,-3,America/Sao_Paulo
FLN,-3,America/Sao_Paulo
FEN,-3,America/Fortaleza
FOR,-3,America/Fortaleza
GIG,-3,America/Sao_Paulo
GYN,-3,America/Sao_Paulo
GRU,-3,America/Sao_Paulo
ATM,-4,America/Boa_Vista
IOS,-3,America/Fortaleza
IPN,-3,America/Sao_Paulo
IMP,-3,America/Fortaleza
JDF,-3,America/Sao_Paulo
JPA,-3,America/Fortaleza
JOI,-3,America/Sao_Paulo
CPV,-3,America/Fortaleza
VCP,-3,America/Sao_Paulo
LIP,-3,America/Sao_Paulo
LDB,-3,America/Sao_Paulo
LAZ,-3,America/Fortaleza
MAB,-4,America/Boa_Vista
MGF,-3,America/Sao_Paulo
MOC,-3,America/Sao_Paulo
GRM,-6,America/Chicago
MCZ,-3,America/Fortaleza
MCP,-3,America/Fortaleza
MNX,-4,America/Boa_Vista
NVT,-3,America/Sao_Paulo
GEL,-3,America/Sao_Paulo
NAT,-3,America/Fortaleza
POA,-3,America/Sao_Paulo
POO,-3,America/Sao_Paulo
PFB,-3,America/Sao_Paulo
PET,-3,America/Sao_Paulo
PNZ,-3,America/Fortaleza
PNB,-3,America/Fortaleza
PMG,-4,America/Campo_Grande
PVH,-4,America/Boa_Vista
NPZ,-6,America/Chicago
RBR,-5,America/Rio_Branco
REC,-3,America/Fortaleza
RIG,-3,America/Sao_Paulo
SDU,-3,America/Sao_Paulo
RAO,-3,America/Sao_Paulo
STU,-3,America/Sao_Paulo
SJK,-3,America/Sao_Paulo
